0,208,16
0,1393,1
0,2161,13
0,2520,5
0,2533,7
0,2895,1
0,5543,38
0,6621,24
0,8432,18
0,8531,16
0,9063,26
0,9156,1
0,10957,1
1,1117,6
1,1171,3
1,1452,2
1,1629,3
1,2608,14
1,3184,2
1,3368,7
1,3544,11
1,4458,5
1,5217,3
1,5542,1
1,5705,16
1,5837,2
1,6378,12
1,6438,1
1,7694,4
1,8175,22
1,8434,18
1,10049,21
2,677,30
2,7117,1
3,919,25
3,5256,69
3,7841,90
3,8421,1
3,9961,1
4,3348,52
4,5216,1
4,7681,1
4,10049,1
5,1396,3
5,2009,53
5,2350,34
5,3347,18
5,5215,3
5,5258,21
5,9857,2
5,10047,4
6,4634,3
6,5540,1
6,7101,1
6,7211,1
6,7403,52
6,8570,1
6,9065,2
6,9760,2
6,10036,1
7,877,16
7,1121,1
7,1383,3
7,1632,1
7,2139,34
7,3084,1
7,4833,1
7,7689,1
7,8677,7
8,4493,5
8,5167,6
8,7626,3
9,5109,1
9,5166,26
9,7629,107
9,8308,1
9,8678,1
10,186,2
10,1483,1
10,2032,2
10,2287,1
10,2858,1
10,2940,2
10,3197,3
10,3835,1
10,4222,1
10,4709,1
10,4710,1
10,5079,1
10,5345,3
10,5719,1
10,5906,1
10,5986,5
10,6981,3
10,7283,2
10,7337,1
10,8333,1
10,9355,29
10,9474,3
10,9920,1
10,10131,1
10,10531,4
10,10781,1
11,586,6
11,1591,2
11,1601,1
11,2281,1
11,3056,1
11,4011,2
11,4666,2
11,5479,48
11,5990,43
11,7340,3
11,8883,3
11,9360,2
11,9929,2
11,10130,1
12,318,1
12,589,2
12,590,2
12,1163,130
12,1793,1
12,2298,1
12,3699,1
12,3878,3
12,4006,1
12,8465,1
12,8727,66
12,8728,1
12,9470,129
13,2024,1
13,2934,1
13,10775,16
14,1605,1
14,3875,6
14,4641,4
15,8466,27
16,252,5
16,591,6
16,1168,1
16,1606,2
16,4007,8
16,4637,1
16,6171,2
16,7277,73
16,8062,2
16,8467,4
16,8828,2
16,8885,3
16,10067,3
17,585,54
17,1162,19
17,1595,2
17,1604,60
17,2282,12
17,2816,28
17,3057,2
17,3159,44
17,3557,1
17,4012,6
17,4957,1
17,7279,1
17,8468,1
17,8496,1
17,8882,1
17,8934,4
17,10475,1
18,1596,37
18,8469,21
18,8881,49
19,3694,1
19,5241,47
20,2374,6
20,2400,34
20,2866,13
20,6895,46
21,8087,1
21,10106,78
21,10183,2
22,1436,31
22,2790,1
22,3231,28
22,3339,56
22,3340,1
22,3795,1
22,4384,1
22,4785,1
22,5063,1
22,5490,2
22,5762,1
22,5921,1
22,6077,1
22,6910,1
22,7683,1
22,7742,47
22,8102,2
22,8105,1
22,9415,3
22,10452,4
23,2005,1
23,2440,6
23,3203,1
23,4943,1
23,6431,1
23,7918,4
23,9875,3
23,10304,2
24,5882,7
25,676,28
25,5070,2
25,8303,24
25,9186,1
26,485,19
26,6604,3
26,9510,8
27,8921,13
28,1011,2
28,1381,1
28,2339,1
28,2346,2
28,3369,5
28,4676,4
28,5381,1
28,5537,19
28,6129,1
28,6183,2
28,6233,10
28,6622,2
28,6744,3
28,7728,1
28,7836,1
28,9265,1
28,10425,1
28,10633,1
28,10903,2
29,339,1
29,783,5
29,791,1
29,848,11
29,1519,5
29,2342,6
29,2343,1
29,2377,7
29,2532,2
29,2742,10
29,2831,2
29,3645,3
29,3682,22
29,4057,15
29,4764,1
29,6424,5
29,6505,1
29,6690,1
29,6754,6
29,7265,10
29,8751,3
29,9267,1
29,9542,4
29,9545,1
29,9597,4
29,10338,6
30,127,1
30,172,47
30,472,1
30,2341,1
30,2378,1
30,3650,1
30,4085,1
30,6750,1
30,8818,1
31,1632,7
31,5840,35
31,7675,1
32,682,7
32,5539,2
32,6128,1
33,788,21
33,4973,1
33,6749,1
34,9762,85
35,430,1
35,763,2
35,1160,2
35,1619,10
35,2176,76
35,2183,36
35,2754,1
35,2864,2
35,3384,1
35,4425,3
35,4643,3
35,4726,1
35,6857,4
35,7317,1
35,9172,3
35,10389,1
36,258,3
36,1097,2
36,1274,1
36,1668,4
36,1879,1
36,2019,1
36,2592,1
36,2698,1
36,2729,2
36,3988,5
36,4335,2
36,4556,4
36,4642,4
36,4958,1
36,6916,2
36,7950,1
36,8266,2
36,8274,5
36,8557,1
36,10025,6
36,10038,5
37,5492,8
37,6196,8
38,992,1
38,1105,1
38,1337,4
38,1646,6
38,1719,1
38,2040,19
38,2055,3
38,2186,1
38,2212,124
38,2270,5
38,3615,2
38,4161,5
38,4199,2
38,4799,2
38,4809,3
38,4811,2
38,4994,1
38,5493,7
38,5780,14
38,5898,4
38,5914,9
38,6197,7
38,7389,6
38,7456,2
38,7577,2
38,7726,1
38,7743,4
38,8206,1
38,8853,1
38,8962,1
38,9217,2
38,9261,2
38,9629,1
38,10299,1
38,10564,17
38,10840,1
39,231,1
39,948,11
39,1822,1
39,2090,1
39,2215,3
39,2792,1
39,3799,1
39,3933,1
39,3960,1
39,4189,14
39,4411,1
39,4631,1
39,4806,2
39,5519,30
39,5764,1
39,6569,1
39,7193,3
39,7607,1
39,7788,1
39,8152,4
39,8630,1
39,8669,4
39,8971,2
39,9367,2
40,90,2
40,1209,7
40,2084,4
40,2085,2
40,3074,2
40,3777,9
40,4245,4
40,4284,6
40,4778,7
40,5606,2
40,5647,4
40,5896,1
40,5917,2
40,6195,19
40,6293,7
40,7193,1
40,7454,17
40,7572,12
40,7605,8
40,8973,19
40,9120,1
40,9368,4
40,9579,1
40,9663,5
40,9792,17
40,10967,11
41,107,15
41,4579,3
41,10561,2
42,82,1
42,231,4
42,730,25
42,1799,1
42,2791,1
42,3226,1
42,3471,23
42,3954,1
42,3959,1
42,4411,1
42,4471,1
42,4629,32
42,5520,27
42,6050,1
42,6290,2
42,6570,1
42,6785,1
42,6846,1
42,7192,1
42,7574,1
42,7902,3
42,8669,1
42,10411,1
43,131,2
43,150,1
43,1543,1
43,2087,1
43,3340,1
43,3950,6
43,4384,1
43,5063,1
43,5287,29
43,5762,1
43,7570,5
43,8102,1
43,8849,3
43,9573,1
43,9593,8
43,9656,9
43,10160,15
43,10452,1
44,781,4
44,1711,4
44,2547,1
44,3126,1
44,3665,14
44,3754,1
44,5679,2
44,5891,5
44,5958,1
44,7793,18
44,8177,1
44,8650,1
44,8890,5
44,9523,1
44,9538,1
44,10450,3
45,606,1
45,1223,1
45,1463,1
45,2103,1
45,2247,6
45,2529,2
45,3127,1
45,3153,9
45,3475,1
45,3686,9
45,4049,1
45,4056,1
45,4262,1
45,4560,1
45,5889,7
45,5959,2
45,6735,2
45,7868,3
45,7927,1
45,9335,34
45,9540,2
45,10889,1
46,157,1
46,1897,1
46,3499,1
46,4093,20
46,6377,1
46,6617,2
46,6901,1
46,10443,2
47,604,15
47,616,30
47,1538,19
47,1894,6
47,2545,1
47,4621,2
47,6359,1
47,6947,20
47,8181,10
47,8925,13
48,148,18
48,576,3
48,736,8
48,816,4
48,818,39
48,2364,16
48,2603,1
48,3220,2
48,3234,4
48,3322,1
48,3490,11
48,3637,1
48,3756,1
48,3809,1
48,4378,18
48,4391,1
48,4502,4
48,4562,22
48,4909,46
48,5320,10
48,5359,1
48,5857,24
48,6712,16
48,6812,7
48,6907,1
48,7343,1
48,8193,1
48,8619,23
48,9674,19
48,10205,17
48,10268,12
48,10821,2
48,10862,21
49,601,7
49,6731,2
49,7659,1
49,10743,25
49,10911,1
50,3478,2
50,4229,90
50,9314,5
51,600,1
51,767,1
51,1256,2
51,1985,4
51,3707,1
51,4449,1
51,5223,1
51,5937,1
51,6211,8
51,6953,4
51,7467,1
51,8919,1
51,10147,1
51,10181,5
51,10836,1
51,10939,3
52,1270,1
52,1374,15
52,1746,1
52,1892,1
52,1972,1
52,2250,1
52,2905,52
52,3975,68
52,6399,38
52,6954,3
52,9859,1
52,9982,44
52,10096,2
52,10383,27
52,10400,3
52,10440,1
53,2899,49
54,1562,24
54,2497,3
54,3994,1
54,4403,1
54,6075,44
54,6286,3
54,8626,25
54,9689,3
54,9882,1
55,2268,29
55,4921,2
55,6342,10
55,9051,5
55,9840,2
55,10728,3
56,3389,1
56,3905,1
56,4401,1
56,5022,2
56,5718,1
56,6210,1
56,9052,25
56,9568,1
56,10138,1
57,995,57
57,2267,2
57,8114,1
57,9175,2
58,361,1
58,994,23
58,4652,1
58,10732,1
59,1185,2
59,1506,2
59,2240,1
59,2266,1
59,2761,1
59,2959,4
59,3059,2
59,4025,1
59,4838,1
59,4927,1
59,7148,1
